RegionID,SizeRank,RegionName,RegionType,StateName,Average,Latitude,Longitude
394870,127,Mobile,msa,AL,128600.77837837838,30.6913462,-88.0437509
395015,128,Reading,msa,PA,156390.15945945945,40.335345,-75.9279495
394502,129,Corpus Christi,msa,TX,174864.96756756757,27.7635302,-97.4033191
394421,130,Brownsville,msa,TX,135748.9108108108,25.9015688,-97.4984005
394820,131,Manchester,msa,NH,257081.94864864863,42.9956397,-71.4547891
394612,132,Fort Wayne,msa,IN,133181.30810810812,41.0799898,-85.1386015
394658,133,Gulfport,msa,MS,137907.81621621622,30.3674198,-89.0928155
395051,134,Salisbury,msa,DE,242519.65675675677,35.6709727,-80.4742261
394596,135,Flint,msa,MI,110130.44324324324,43.0161693,-83.6900211
394972,136,Peoria,msa,IL,114464.12432432432,40.6938609,-89.5891008
394439,137,Canton,msa,OH,112934.34864864864,40.7985464,-81.3749508
395070,138,Savannah,msa,GA,193469.0216216216,32.0790074,-81.0921335
394372,140,Beaumont,msa,TX,153024.76756756756,30.0860459,-94.1018461
395164,142,Trenton,msa,NJ,239635.68108108107,40.2203074,-74.7659
394875,143,Montgomery,msa,AL,154656.83243243242,32.3669656,-86.3006485
394520,144,Davenport,msa,IL,122772.03783783784,39.7341803,-90.2138167
395146,145,Tallahassee,msa,FL,166106.97837837838,30.4380832,-84.2809332
394576,146,Eugene,msa,OR,263515.4081081081,44.0505054,-123.0950506
394901,147,Naples,msa,FL,303815.64594594593,26.1421976,-81.7942944
394332,148,Ann Arbor,msa,MI,225144.8108108108,42.2813722,-83.7484616
394927,149,Ocala,msa,FL,136524.39729729728,29.1871986,-82.1400923
394679,150,Hickory,msa,NC,139819.1891891892,35.7333312,-81.3442915
394602,152,Fort Collins,msa,CO,318854.22702702705,40.5871782,-105.0770113
395033,153,Rockford,msa,IL,109277.0972972973,42.2713945,-89.093966
394796,154,Lincoln,msa,NE,163421.03243243243,40.8088861,-96.7077751
394622,155,Gainesville,msa,FL,169955.47567567567,29.6519684,-82.3249846
394405,156,Boulder,msa,CO,439575.31351351354,40.0149856,-105.270545
394646,157,Green Bay,msa,WI,160958.72972972973,44.5126379,-88.0125794
394488,158,Columbus,msa,GA,139593.13513513515,32.4610708,-84.9880449
395107,159,South Bend,msa,IN,122647.9027027027,41.6833813,-86.2500066
395109,160,Spartanburg,msa,SC,138759.77297297298,34.9498007,-81.9320157
394645,161,Greeley,msa,CO,271781.27567567566,40.4233142,-104.7091322
394808,162,Lubbock,msa,TX,146790.75945945946,33.5855677,-101.8470215
394471,163,Clarksville,msa,TN,156255.57027027028,36.5277607,-87.3588703
395028,164,Roanoke,msa,VA,171890.13513513515,37.270973,-79.9414313
394579,165,Evansville,msa,IN,134989.0189189189,37.970495,-87.5715641
394741,168,Kennewick,msa,WA,233663.0,46.2087066,-119.119919
395179,169,Utica,msa,NY,115838.73783783783,43.1009031,-75.2326641
394660,170,Hagerstown,msa,MD,174396.82432432432,39.6430455,-77.7191081
394543,171,Duluth,msa,MN,145894.14324324325,46.7729322,-92.1251218
394937,172,Olympia,msa,WA,288859.072972973,47.0451022,-122.8950075
394803,173,Longview,msa,TX,158739.47837837838,32.5007031,-94.74049
395229,174,Wilmington,msa,NC,230966.76756756756,34.2257282,-77.9447107
395061,175,San Luis Obispo,msa,CA,517036.4864864865,35.3540209,-120.375716
753875,176,Crestview,msa,FL,261228.15675675677,30.7621326,-86.5705084
394851,177,Merced,msa,CA,221997.87297297295,37.1641544,-120.7678602
395197,178,Waco,msa,TX,166479.55675675676,31.5491899,-97.1474628
394447,179,Cedar Rapids,msa,IA,143775.43513513514,41.9758872,-91.6704053
394348,180,Atlantic City,msa,NJ,196984.80810810812,39.3642852,-74.4229351
394412,181,Bremerton,msa,WA,315489.74324324325,47.5653663,-122.6246836
395065,183,Santa Cruz,msa,CA,688088.6,37.050096,-121.99059
394572,184,Erie,msa,PA,121122.34054054054,42.1294712,-80.0852695
394924,185,Norwich,msa,CT,221601.2540540541,41.5243537,-72.0759008
394323,186,Amarillo,msa,TX,154710.44054054053,35.2072185,-101.833824
395171,188,Tuscaloosa,msa,AL,162165.64324324325,33.2095614,-87.5675258
394732,190,Kalamazoo,msa,MI,141633.06486486486,42.291707,-85.5872286
394811,191,Lynchburg,msa,VA,170348.1945945946,37.4137536,-79.1422464
394455,192,Charleston,msa,WV,117514.81351351352,38.3505995,-81.6332812
395240,193,Yakima,msa,WA,201785.4216216216,46.601557,-120.510842
394585,194,Fargo,msa,ND,186525.94054054053,46.877229,-96.789821
394387,195,Binghamton,msa,NY,114262.66216216216,42.098698,-75.9125187
394609,196,Fort Smith,msa,AR,115069.75675675676,35.3880338,-94.4265011
394334,197,Appleton,msa,WI,163295.6081081081,44.2613967,-88.4069744
845160,198,Prescott Valley,msa,AZ,263777.9324324324,34.6100243,-112.315721
395161,199,Topeka,msa,KS,138733.4054054054,39.049011,-95.677556
394813,200,Macon,msa,GA,109350.03783783784,32.8406946,-83.6324022
395174,201,Tyler,msa,TX,191462.5027027027,30.7563939,-94.3984613
394361,202,Barnstable Town,msa,MA,382145.3918918919,41.7353861,-70.336412
394519,203,Daphne,msa,AL,213864.5648648649,30.6035255,-87.9036047
394378,205,Bellingham,msa,WA,326517.38108108105,48.7544012,-122.478836
395030,207,Rochester,msa,MN,184924.5,44.0234387,-92.4630182
753895,208,Lafayette,msa,IN,145624.82432432432,40.4191229,-86.8919011
394454,209,Champaign,msa,IL,139165.04864864866,40.1164841,-88.2430932
394848,210,Medford,msa,OR,266759.36216216214,42.3264181,-122.8718605
845164,211,Lebanon,msa,NH,203324.5972972973,43.643032,-72.251587
394459,212,Charlottesville,msa,VA,273027.7918918919,38.029306,-78.4766781
394763,213,Lake Charles,msa,LA,156770.36216216217,30.2305095,-93.2169807
394773,214,Las Cruces,msa,NM,181295.15675675677,32.3140354,-106.779807
394464,215,Chico,msa,CA,257167.56756756757,39.7284945,-121.8374777
394681,216,Hilton Head Island,msa,SC,281001.8189189189,32.1618488,-80.7512616
394346,217,Athens,msa,GA,180713.6,33.9597677,-83.376398
394765,218,Lake Havasu City,msa,AZ,180334.8054054054,34.4775296,-114.3379972
394485,219,Columbia,msa,MO,175158.3135135135,38.951883,-92.3337366
395114,220,Springfield,msa,IL,123604.75135135135,39.7990175,-89.6439575
394872,222,Monroe,msa,LA,144984.21081081082,32.5102427,-92.1032411
394565,223,Elkhart,msa,IN,140041.2972972973,41.6012796,-85.8590603
394726,224,Johnson City,msa,TN,142503.65675675677,36.3134398,-82.3534728
395247,225,Yuma,msa,AZ,157334.64594594596,32.665135,-114.47603157249804
394623,226,Gainesville,msa,GA,193092.1108108108,34.2978794,-83.8240663
394716,227,Jacksonville,msa,NC,159146.9189189189,34.7494749,-77.4208221
394597,228,Florence,msa,SC,124319.4162162162,34.1984435,-79.7671658
394680,229,Hilo,msa,HI,332069.7891891892,19.7073734,-155.08158
395118,230,St. Cloud,msa,MN,168556.91351351351,45.5616075,-94.1642004
395011,231,Racine,msa,WI,151081.0972972973,42.7260523,-87.7825242
394380,232,Bend,msa,OR,339686.77837837837,44.0581728,-121.3153096
395047,233,Saginaw,msa,MI,91810.78108108108,43.4200387,-83.9490365
395202,234,Warner Robins,msa,GA,136015.8108108108,32.6200973,-83.606568
395151,235,Terre Haute,msa,IN,98229.12972972971,39.4667025,-87.4139119
395162,236,Torrington,msa,CT,218957.10270270272,41.8006523,-73.1212214
395009,237,Punta Gorda,msa,FL,173008.22162162163,26.9297836,-82.0453664
394386,239,Billings,msa,MT,248440.53243243243,45.7874957,-108.49607
395018,240,Redding,msa,CA,237130.8108108108,40.5863563,-122.391675
394748,241,Kingston,msa,NY,226071.62972972973,41.9287812,-74.0023702
394960,242,Panama City,msa,FL,206367.3054054054,30.1586518,-85.6602936
394729,243,Joplin,msa,MO,119031.61891891892,37.0841838,-94.5133385
394559,245,El Centro,msa,CA,193396.63513513515,32.792,-115.563051
394712,246,Jackson,msa,TN,116733.64594594594,35.6144446,-88.8177418
395246,247,Yuba City,msa,CA,245259.4054054054,39.1404477,-121.6169108
394406,248,Bowling Green,msa,KY,151712.56216216215,36.9903199,-86.4436018
395119,249,St. George,msa,UT,275441.34864864865,37.104153,-113.584131
394896,250,Muskegon,msa,MI,110697.36756756756,43.2484584,-86.129351
394299,251,Abilene,msa,TX,143578.33513513513,32.44645,-99.7475905
394707,252,Iowa City,msa,IA,192758.8918918919,41.6612561,-91.5299106
394351,253,Auburn,msa,AL,178806.2054054054,32.6405377,-85.4626848
394860,254,Midland,msa,TX,239214.7891891892,31.83688,-102.0103767
753869,255,Bloomington,msa,IL,152175.9027027027,40.4797828,-88.9939147
394944,257,Oshkosh,msa,WI,143491.78108108108,44.0206919,-88.5408574
394555,258,Eau Claire,msa,WI,159938.38918918918,44.811349,-91.4984941
394651,259,Greenville,msa,NC,142029.1891891892,35.613224,-77.3724593
394428,260,Burlington,msa,NC,147174.8054054054,36.0956918,-79.4377991
395210,261,Waterloo,msa,IA,132366.91351351351,42.498275,-92.3328743
394480,262,Coeur d'Alene,msa,ID,274020.7891891892,47.6742994,-116.7811531
394553,263,East Stroudsburg,msa,PA,151513.15405405406,40.9995386,-75.1812913
395007,264,Pueblo,msa,CO,158116.7027027027,38.2544472,-104.609141
394392,265,Blacksburg,msa,VA,160537.2162162162,37.2296566,-80.4136767
395215,266,Wausau,msa,WI,139002.65945945945,44.9596017,-89.6298239
394731,267,Kahului,msa,HI,561814.8162162162,20.8894101,-156.4727118
394720,268,Janesville,msa,WI,135129.7243243243,42.6829765,-89.0226793
394393,270,Bloomington,msa,IN,175972.07837837838,39.1670396,-86.5342881
394930,271,Odessa,msa,TX,179286.2945945946,31.8457149,-102.367687
394710,272,Jackson,msa,MI,109661.1,32.2998686,-90.1830408
395125,273,State College,msa,PA,221802.4189189189,40.7944504,-77.8616386
395079,274,Sebastian,msa,FL,192100.2162162162,27.816415,-80.4706078
394814,275,Madera,msa,CA,227551.37837837837,37.1716264,-119.7737991
394523,276,Decatur,msa,AL,114329.51621621622,34.6060203,-86.9838165
394453,277,Chambersburg,msa,PA,166646.1864864865,39.9375112,-77.6612586
395193,278,Vineland,msa,NJ,140496.13243243244,39.4862777,-75.0254256
394703,279,Idaho Falls,msa,ID,201763.72162162163,43.4887907,-112.03628
394639,280,Grand Junction,msa,CO,226254.95405405405,39.063956,-108.5507317
394563,281,Elizabethtown,msa,KY,144857.42972972972,37.693952,-85.8591285
394917,282,Niles,msa,MI,148319.35675675675,42.0289319,-87.8122348
394873,283,Monroe,msa,MI,140595.85405405404,38.2722313,-90.1792484
395066,284,Santa Fe,msa,NM,367344.427027027,35.6876096,-105.938456
394493,285,Concord,msa,NH,231988.33783783784,43.207178,-71.537476
394314,286,Alexandria,msa,LA,144031.3,31.2909782,-92.4616292
395163,287,Traverse City,msa,MI,198220.35675675675,44.7606441,-85.6165301
394359,288,Bangor,msa,ME,145818.02702702704,44.8016255,-68.7713289
394662,290,Hanford,msa,CA,207164.56756756757,36.3274502,-119.6456844
394723,291,Jefferson City,msa,MO,140239.2081081081,38.577359,-92.1724265
394598,292,Florence,msa,AL,117541.45135135137,34.79981,-87.677251
394537,293,Dothan,msa,AL,129317.4891891892,31.2237285,-85.3934375
394306,295,Albany,msa,GA,119597.48378378378,31.5782062,-84.1556809
845167,296,Ottawa,msa,IL,98472.83783783784,41.3516628,-88.845436
395102,297,Sioux City,msa,IA,128758.01621621622,42.4966815,-96.4058782
395223,298,Wichita Falls,msa,TX,129494.22162162162,33.9004572,-98.5020777
395152,299,Texarkana,msa,TX,132423.07837837838,33.44667445,-94.07714830522016
395182,300,Valdosta,msa,GA,135319.14594594596,30.8327022,-83.2784851
394800,301,Logan,msa,UT,227562.55405405405,41.7313063,-111.834914
394595,302,Flagstaff,msa,AZ,338603.85135135136,35.1987522,-111.651822
395036,303,Rocky Mount,msa,NC,108602.1945945946,35.9423833,-77.7956949
395000,304,Pottsville,msa,PA,76505.17297297297,40.6851324,-76.1953701
394515,305,Dalton,msa,GA,120606.4162162162,34.7691867,-84.9702475
394783,306,Lebanon,msa,PA,159280.5918918919,40.375713,-76.4626118
394880,307,Morristown,msa,TN,138606.61081081082,36.2139814,-83.2948923
395232,308,Winchester,msa,VA,217486.32972972977,39.1852184,-78.1652404
395221,309,Wheeling,msa,OH,93698.55675675676,40.06785,-80.7795293
394879,310,Morgantown,msa,WV,180380.02972972972,39.6296809,-79.9559437
394756,311,La Crosse,msa,WI,169001.82432432432,43.8122836,-91.2514355
394900,312,Napa,msa,CA,569609.4594594594,38.2971367,-122.2855293
395139,314,Sumter,msa,SC,128217.85405405406,33.8998826,-80.3237032
394577,315,Eureka,msa,CA,288860.55675675673,40.7906871,-124.1673746
395117,316,Springfield,msa,OH,97237.15945945946,39.9234046,-83.810138
394668,317,Harrisonburg,msa,VA,200529.14594594596,38.4493315,-78.8688833
394368,318,Battle Creek,msa,MI,99255.05675675676,42.3192548,-85.1824269
395094,319,Sherman,msa,TX,150908.77027027027,36.2452294,-101.8858689
394821,320,Manhattan,msa,KS,168844.38918918918,39.1836082,-96.5716694
394442,321,Carbondale,msa,IL,109985.92162162162,37.7274692,-89.216655
394728,323,Jonesboro,msa,AR,129603.44054054054,35.8272257,-90.6949871
394390,324,Bismarck,msa,ND,217086.0945945946,46.808327,-100.783739
394661,325,Hammond,msa,LA,149062.07027027028,30.5043583,-90.4611995
394983,326,Pittsfield,msa,MA,209112.95405405405,42.451302,-73.260018
394719,328,Jamestown,msa,NY,92463.22432432431,42.0965167,-79.2380322
395153,329,The Villages,msa,FL,240559.64864864864,28.9269978,-82.0041758
394307,330,Albany,msa,OR,215750.82972972977,44.6365071,-123.1059324
394633,331,Glens Falls,msa,NY,167289.45135135134,43.309941,-73.644447
394780,332,Lawton,msa,OK,107957.15675675675,34.6086854,-98.3903305
394474,334,Cleveland,msa,TN,146883.16216216216,35.1595182,-84.8766115
395098,335,Sierra Vista,msa,AZ,156024.07567567567,31.5545973,-110.2997756
394325,336,Ames,msa,IA,162854.74324324325,42.0267567,-93.6170448
394824,337,Mansfield,msa,OH,94923.95405405403,40.75839,-82.5154471
395128,338,Staunton,msa,VA,181380.23243243244,38.1495947,-79.072557
394353,339,Augusta,msa,ME,158963.77837837837,44.3169922,-69.7734278
394321,340,Altoona,msa,PA,104906.01621621622,40.518681,-78.394736
394905,341,New Bern,msa,NC,164490.35135135136,35.1084931,-77.0441143
394588,342,Farmington,msa,NM,189502.2459459459,36.7291152,-108.205445
395120,343,St. Joseph,msa,MO,116897.3054054054,39.7686055,-94.8466322
395218,345,Wenatchee,msa,WA,287369.67027027026,47.4234599,-120.310349
753890,347,Holland,msa,MI,159031.91351351351,42.7876022,-86.1090828
394778,349,Lawrence,msa,KS,196709.00540540545,38.9719384,-95.2359496
394635,350,Goldsboro,msa,NC,139838.64324324325,35.3848841,-77.9927651
395213,351,Watertown,msa,NY,145371.94864864866,43.9747838,-75.9107565
395089,352,Sheboygan,msa,WI,145126.0945945946,43.7128967,-87.9370433
395217,353,Weirton,msa,OH,82708.93783783783,39.902393,-82.9524033
394867,354,Missoula,msa,MT,289802.24054054054,46.8701049,-113.995267
394423,360,Brunswick,msa,GA,202872.81891891893,31.1499528,-81.4914894
395173,361,Twin Falls,msa,ID,182198.02432432433,42.5704456,-114.4602554
394495,363,Cookeville,msa,TN,140871.84594594594,36.1623886,-85.4997057
394893,364,Muncie,msa,IN,96823.37567567568,40.1936892,-85.3865271
394857,365,Michigan City,msa,IN,131406.95405405405,41.7075394,-86.8950297
395039,366,Roseburg,msa,OR,196331.1,43.216505,-123.3417381
394788,367,Lewiston,msa,ME,164057.50540540542,44.0951078,-70.2155454
394804,368,Longview,msa,WA,217686.4108108108,46.1377048,-122.934462
394932,369,Ogdensburg,msa,NY,89619.44864864864,44.694285,-75.486374
394734,370,Kankakee,msa,IL,134524.83783783784,41.1253903,-87.848682
395023,373,Richmond,msa,KY,152283.63783783783,37.7478572,-84.2946539
395168,374,Tullahoma,msa,TN,138260.7,35.3620235,-86.2094342
395222,375,Whitewater,msa,WI,193026.2108108108,42.8336422,-88.7292679
394709,376,Ithaca,msa,NY,210088.10270270272,42.437417499999995,-76.54837235139263
394637,377,Grand Forks,msa,MN,181115.02432432433,47.9317013,-97.0175792
394524,378,Decatur,msa,IL,108393.05405405404,39.8454163,-88.9524151
394762,379,LaGrange,msa,GA,117784.01351351352,33.039291,-85.0313269
394369,380,Bay City,msa,MI,89072.08648648649,43.5944677,-83.8888648
394599,381,Fond du Lac,msa,WI,134999.0972972973,43.7533414,-88.4493796
394630,382,Gettysburg,msa,PA,188706.33513513513,39.8308973,-77.231012
394733,384,Kalispell,msa,MT,296724.2702702703,48.202158,-114.315321
394518,385,Danville,msa,VA,92910.91891891892,36.5879877,-79.3916713
394823,386,Mankato,msa,MN,175630.00540540542,44.1634663,-93.9993505
394794,387,Lima,msa,OH,96154.44054054054,40.7399785,-84.105006
753915,388,Salem,msa,OH,92893.05405405404,40.9008923,-80.8567502
395166,389,Truckee,msa,CA,396251.95945945947,39.327962,-120.1832533
395080,390,Sebring,msa,FL,119524.12432432432,27.4957453,-81.4410425
394462,391,Cheyenne,msa,WY,233785.26486486488,41.139981,-104.820246
394689,392,Hot Springs,msa,AR,151598.4189189189,34.5038393,-93.0552437
394302,393,Adrian,msa,MI,119562.75135135135,41.8975152,-84.0373054
395090,394,Shelby,msa,NC,111698.81621621622,35.2923513,-81.5356463
753912,398,Pinehurst,msa,NC,240443.6108108108,35.1951981,-79.4692796
394953,399,Paducah,msa,KY,118494.4054054054,37.0833893,-88.6000478
395190,400,Victoria,msa,TX,165952.6783783784,28.8026443,-96.9766308
395038,401,Rome,msa,GA,115553.32432432432,34.257038,-85.1646726
395086,402,Sevierville,msa,TN,213205.65135135135,35.8681455,-83.561835
394882,403,Moses Lake,msa,WA,196029.61351351353,47.1301417,-119.278077
394340,404,Ashtabula,msa,OH,91864.65405405406,41.865054,-80.789809
394441,405,Cape Girardeau,msa,MO,141503.62432432434,37.3034933,-89.5230357
394311,406,Albertville,msa,AL,163032.82702702703,34.2675937,-86.2088669
394410,408,Brainerd,msa,MN,185097.48648648648,46.3580221,-94.2008288
394513,409,Cumberland,msa,MD,101406.36486486488,39.6526498,-78.762383
394928,410,Ocean City,msa,NJ,379181.0783783784,39.2776156,-74.5746001
394505,411,Corvallis,msa,OR,323867.13243243244,44.5645659,-123.2620435
394501,413,Corning,msa,NY,101745.8108108108,42.1435257,-77.0543408
394911,414,New Philadelphia,msa,OH,107237.94864864864,40.4897871,-81.4456706
395140,415,Sunbury,msa,PA,82956.18378378378,40.8619754,-76.7936252
395175,416,Ukiah,msa,CA,350064.45945945947,39.1501662,-123.2077861
753887,417,Hermiston,msa,OR,173858.7837837838,45.8404101,-119.28946
394964,419,Parkersburg,msa,WV,113593.01351351352,39.2667309,-81.5620755
394373,420,Beaver Dam,msa,WI,141973.23243243244,43.4577692,-88.837329
394641,422,Grants Pass,msa,OR,246200.4189189189,42.4393707,-123.3272489
394511,424,Cullman,msa,AL,142858.92972972972,34.1335332,-86.8779268
395248,426,Zanesville,msa,OH,109211.17297297296,39.9401426,-82.005019
394907,427,New Castle,msa,PA,85712.26756756757,40.9999202,-80.3471856
394925,428,Oak Harbor,msa,WA,328489.35945945943,48.2931559,-122.643224
394942,429,Orangeburg,msa,SC,106086.88648648647,33.4918203,-80.8556476
395212,430,Watertown,msa,WI,183559.36756756756,43.1948481,-88.7286352
394847,431,Meadville,msa,PA,92857.7945945946,41.641445,-80.151449
394644,433,Great Falls,msa,MT,186780.50540540545,47.5048851,-111.29189
394859,437,Midland,msa,MI,132593.33243243242,31.83688,-102.0103767
394755,438,Kokomo,msa,IN,99557.06216216215,40.4864444,-86.1336351
394395,439,Bloomsburg,msa,PA,137369.9,41.0044958,-76.4537302
394675,441,Helena,msa,MT,253554.66486486487,46.5927425,-112.036277
394744,442,Key West,msa,FL,502231.3432432432,24.5548262,-81.8020722
394489,445,Columbus,msa,IN,158373.51351351352,39.2014405,-85.9213796
394452,447,Centralia,msa,WA,211437.5972972973,46.7204489,-122.96143
394822,448,Manitowoc,msa,WI,113356.93513513514,44.0998341,-87.827992
394682,449,Hinesville,msa,GA,130504.21891891892,31.8477347,-81.5960705
394541,450,DuBois,msa,PA,83075.84864864865,41.118651,-78.7622342
395205,451,Warsaw,msa,IN,155430.45135135134,41.2381017,-85.8530544
394986,452,Plattsburgh,msa,NY,138828.4972972973,44.69282,-73.45562
395126,453,Statesboro,msa,GA,141329.4108108108,32.4490141,-81.7832912
394445,454,Casper,msa,WY,204394.0108108108,42.8501191,-106.325138
753881,456,Glenwood Springs,msa,CO,405485.2837837838,39.5466381,-107.3246941
395085,457,Seneca,msa,SC,171394.74324324325,34.6865321,-82.9527288
394866,458,Minot,msa,ND,204114.06216216215,48.23251,-101.296273
394936,459,Olean,msa,NY,88795.53783783784,42.0775022,-78.4298248
