RegionID,SizeRank,RegionName,RegionType,StateName,4/30/08,5/31/08,6/30/08,7/31/08,8/31/08,9/30/08,10/31/08,11/30/08,12/31/08,1/31/09,2/28/09,3/31/09,4/30/09,5/31/09,6/30/09,7/31/09,8/31/09,9/30/09,10/31/09,11/30/09,12/31/09,1/31/10,2/28/10,3/31/10,4/30/10,5/31/10,6/30/10,7/31/10,8/31/10,9/30/10,10/31/10,11/30/10,12/31/10,1/31/11,2/28/11,3/31/11,4/30/11,5/31/11,6/30/11,7/31/11,8/31/11,9/30/11,10/31/11,11/30/11,12/31/11,1/31/12,2/29/12,3/31/12,4/30/12,5/31/12,6/30/12,7/31/12,8/31/12,9/30/12,10/31/12,11/30/12,12/31/12,1/31/13,2/28/13,3/31/13,4/30/13,5/31/13,6/30/13,7/31/13,8/31/13,9/30/13,10/31/13,11/30/13,12/31/13,1/31/14,2/28/14,3/31/14,4/30/14,5/31/14,6/30/14,7/31/14,8/31/14,9/30/14,10/31/14,11/30/14,12/31/14,1/31/15,2/28/15,3/31/15,4/30/15,5/31/15,6/30/15,7/31/15,8/31/15,9/30/15,10/31/15,11/30/15,12/31/15,1/31/16,2/29/16,3/31/16,4/30/16,5/31/16,6/30/16,7/31/16,8/31/16,9/30/16,10/31/16,11/30/16,12/31/16,1/31/17,2/28/17,3/31/17,4/30/17,5/31/17,6/30/17,7/31/17,8/31/17,9/30/17,10/31/17,11/30/17,12/31/17,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20,10/31/20,11/30/20,12/31/20,1/31/21,2/28/21,3/31/21,4/30/21,5/31/21,6/30/21,7/31/21,8/31/21,9/30/21,10/31/21,11/30/21,12/31/21,1/31/22,2/28/22,3/31/22,4/30/22,5/31/22,6/30/22,7/31/22,8/31/22,9/30/22,10/31/22,11/30/22,12/31/22,1/31/23,2/28/23,3/31/23,4/30/23,5/31/23,6/30/23,7/31/23,8/31/23,9/30/23,Average,Latitude,Longitude
753899,2,Los Angeles,msa,CA,460000.0,452500.0,440000.0,427500.0,410000.0,389950.0,375950.0,361000.0,345000.0,330000.0,320000.0,322500.0,323000.0,325500.0,340000.0,350000.0,350000.0,355000.0,359000.0,359000.0,360000.0,355000.0,349000.0,354000.0,358000.0,363000.0,367500.0,366000.0,363500.0,363500.0,359500.0,351251.0,354000.5,346250.0,340000.0,347500.0,350000.0,350000.0,350000.0,351500.0,349000.0,342500.0,335000.0,330000.0,330000.0,322500.0,318501.0,328500.5,340500.0,348000.0,355000.0,360750.0,363250.0,370000.0,372500.0,374500.0,384500.0,380000.0,377500.0,400000.0,425000.0,440000.0,453000.0,460500.0,459375.0,458875.0,455750.0,451250.0,456000.0,453500.0,452500.0,465500.0,475500.0,490000.0,497250.0,497250.0,501500.0,496500.0,490000.0,490000.0,486750.0,484250.0,491500.0,501500.0,510000.0,517500.0,525000.0,527500.0,525000.0,522000.0,514500.0,515000.0,524000.0,521500.0,519000.0,527750.0,540750.0,554500.0,560000.0,557500.0,558500.0,556000.0,552500.0,553000.0,550250.0,549750.0,550000.0,560000.0,575000.0,587500.0,597500.0,602500.0,602500.0,600500.0,598000.0,600954.5,598454.5,590000.0,602500.0,617500.0,622500.0,632500.0,642500.0,642500.0,640000.0,632500.0,625000.0,625000.0,614250.0,601750.0,605000.0,620000.0,635000.0,639000.0,644000.0,652000.0,647000.0,641750.0,641750.0,640000.0,645000.0,650000.0,650000.0,660000.0,662500.0,652500.0,662500.0,690000.0,712500.0,725000.0,730000.0,729500.0,727000.0,722500.0,732500.0,760000.0,787000.0,809500.0,821000.0,821000.0,820000.0,820000.0,822500.0,825000.0,832500.0,837500.0,845000.0,870000.0,895000.0,907500.0,905000.0,885000.0,862500.0,852500.0,846000.0,833500.0,813125.0,803125.0,815000.0,834250.0,846750.0,852500.0,870000.0,890000.0,893750.0,891250.0,549615.2,34.0536909,-118.242766
394463,3,Chicago,msa,IL,229000.0,231500.0,238250.0,242250.0,240500.0,229000.0,219500.0,210816.5,201316.5,192500.0,185000.0,191125.0,194625.0,197000.0,204500.0,206000.0,202000.0,195250.0,188250.0,183750.0,181250.0,181875.0,179375.0,181000.0,188500.0,192500.0,200000.0,202500.0,200000.0,189150.0,180150.0,180868.5,174868.5,167500.0,162450.0,159950.0,164000.0,171500.0,178750.0,183750.0,182500.0,171250.0,158484.0,152234.0,149339.0,144339.0,140000.0,147500.0,159500.0,168750.0,179250.0,180000.0,171000.0,161000.0,151500.0,149000.0,148737.5,143762.5,137525.0,143500.0,158500.0,170100.0,185100.0,195000.0,191750.0,183750.0,177000.0,172500.0,172500.0,169375.0,161825.0,166450.0,179000.0,192500.0,207500.0,211000.0,208500.0,201640.5,189140.0,182500.0,180000.0,177500.0,172500.0,181250.0,196564.5,206564.5,218750.0,222500.0,215000.0,205500.0,196975.0,190975.0,189000.0,185500.0,178687.5,186187.5,207000.0,218500.0,223500.0,226000.0,222450.0,211950.0,204500.0,202500.0,200000.0,198000.0,195500.0,205000.0,221500.0,229000.0,235000.0,237500.0,230000.0,221500.0,216500.0,215000.0,214500.0,214500.0,217500.0,226250.0,236250.0,240750.0,248750.0,248750.0,235750.0,225000.0,218959.5,218959.5,217500.0,215000.0,216500.0,225500.0,236500.0,242500.0,248250.0,248250.0,242500.0,234000.0,226500.0,225000.0,225000.0,222500.0,220750.0,234750.0,252500.0,251500.0,248000.0,257000.0,264500.0,262500.0,260000.0,257500.0,253250.0,249250.0,246000.0,257000.0,272000.0,282500.0,291000.0,288500.0,283750.0,276250.0,270000.0,267500.0,265000.0,262500.0,263500.0,271000.0,287500.0,302500.0,307500.0,301000.0,288500.0,280500.0,273000.0,270000.0,265000.0,260000.0,261500.0,274000.0,290500.0,302000.0,315250.0,318750.0,312500.0,305000.0,215171.05135135134,41.8755616,-87.6244212
394514,4,Dallas,msa,TX,146000.0,148114.0,153614.0,155500.0,152500.0,145700.0,140650.0,137450.0,135000.0,132050.0,134050.0,138500.0,139000.0,146250.0,154700.0,155700.0,152250.0,147500.0,143000.0,140500.0,140000.0,135325.0,137325.0,145250.0,148000.0,149993.0,152243.0,154500.0,155000.0,149500.0,142000.0,140750.0,144250.0,142603.5,139053.5,139900.0,141950.0,146500.0,150750.0,152000.0,152000.0,148775.0,143275.0,140437.5,142187.5,141250.0,140000.0,147250.0,153500.0,158950.0,163950.0,164500.0,162000.0,159500.0,156950.0,154950.0,156318.0,152318.0,151000.0,160000.0,170000.0,177500.0,182375.5,183909.0,181283.5,176750.0,172650.0,170125.0,171237.5,167762.5,167250.0,175425.0,180174.5,185475.5,192225.5,194725.0,191925.0,187400.0,183491.0,183540.5,187450.0,186450.0,185250.0,193249.5,201499.5,209500.0,218000.0,215562.5,210062.5,204950.0,201700.0,201750.0,202500.0,200000.0,200000.0,210000.0,217500.0,225214.0,233464.0,232250.0,228000.0,226298.5,223798.5,224000.0,226039.0,225289.0,227750.0,235353.0,240853.0,246500.0,250000.0,247500.0,245916.5,242513.5,237395.0,236991.5,239693.5,237534.0,239534.0,250033.5,254434.5,258604.5,263704.0,261787.0,254787.5,248470.5,244470.5,243250.0,245250.0,241000.0,239532.5,249482.0,256950.0,264500.0,271000.0,268500.0,264535.0,261535.0,258825.0,256825.0,258160.0,256660.0,256000.0,264950.0,274325.0,273875.0,274804.5,284810.5,287956.0,286950.0,289750.0,290874.0,289623.5,285500.0,292170.0,307520.0,316950.0,332100.0,346000.0,348751.0,346251.0,342500.0,342500.0,345000.0,347500.0,347500.0,352675.5,365175.5,385000.0,405000.0,407303.5,402253.5,395270.0,385320.0,379500.0,373122.0,363372.0,355750.0,358500.0,367730.0,376102.5,385872.5,393500.0,394662.5,390320.5,384158.0,225878.9891891892,32.7762719,-96.7968559
394692,5,Houston,msa,TX,146965.5,148715.5,153656.5,156156.5,154750.0,153250.0,143250.0,132250.0,131000.0,129000.0,129444.0,136444.0,142500.0,148500.0,156000.0,158750.0,157500.0,154700.0,146950.0,143450.0,144400.0,141400.0,141700.0,146934.5,148685.0,148026.5,150494.0,153467.5,152950.0,150450.0,146000.0,144325.0,149075.0,142750.0,140500.0,144500.0,143250.0,148875.0,154475.0,154600.0,152800.0,150050.0,146026.5,144276.5,146750.0,141000.0,134900.0,144665.0,152215.0,156450.0,162500.0,164530.5,161980.5,157450.0,154000.0,154000.0,155000.0,148750.0,147500.0,157250.0,168500.0,175975.0,180975.0,182500.0,179500.0,176000.0,170750.0,170250.0,173500.0,171000.0,170250.0,185250.0,201000.0,208899.5,212649.5,204250.0,193500.0,188000.0,182500.0,181000.0,187000.0,186395.5,182895.5,190000.0,195330.5,201760.5,210693.0,209763.0,206550.0,198550.0,189950.0,187950.0,190500.0,191500.0,186500.0,188650.5,196150.5,203951.5,211451.5,214307.5,211757.5,206950.0,203000.0,202250.0,205500.0,201750.0,198250.0,207500.0,213650.0,217900.0,223500.0,221500.0,219000.0,218000.0,213000.0,209789.5,210789.5,207150.0,207150.0,216000.0,223500.0,228500.0,230000.0,230000.0,227139.5,221889.5,217250.0,215595.0,218095.0,215567.5,214067.5,221200.0,227616.0,234166.0,239249.5,237499.5,234000.0,229380.5,225380.5,225000.0,230000.0,227500.0,224000.0,231500.0,236500.0,236770.5,242720.5,254900.0,257450.0,255000.0,255439.5,257939.5,262350.0,258535.5,258685.5,275000.0,289250.0,295750.0,299000.0,299999.5,297499.5,290682.0,288182.0,293520.0,298520.0,295000.0,299000.0,306805.5,314805.5,329500.0,335150.0,332650.0,323670.5,316170.5,308750.0,302811.5,301561.5,295175.0,295175.0,304875.0,312375.0,320000.0,327500.0,327500.0,323500.0,318500.0,207016.04324324324,29.7589382,-95.3676974
395209,6,Washington,msa,VA,332500.0,337000.0,339450.0,335950.0,323500.0,300000.0,284500.0,275975.0,270225.0,266500.0,260250.0,261500.0,267750.0,278750.0,292500.0,301000.0,301000.0,290000.0,277500.0,275000.0,274500.0,267000.0,261500.0,264000.0,277500.0,290000.0,289750.0,304750.0,299000.0,281500.0,287500.0,293535.5,293535.5,278750.0,266250.0,265000.0,275000.0,297500.0,312500.0,316500.0,314000.0,296000.0,279987.5,279112.5,277625.0,272500.0,268000.0,282950.0,305475.0,323025.0,341000.0,341000.0,330000.0,318250.0,311250.0,313000.0,312500.0,302500.0,297450.0,312450.0,336750.0,356750.0,370000.0,371500.0,362200.0,343200.0,330000.0,332750.0,332750.0,325000.0,322500.0,330000.0,345000.0,365000.0,375000.0,371250.0,362250.0,346000.0,340000.0,345000.0,345400.0,354400.0,349000.0,340500.0,353750.0,370500.0,378750.0,371500.0,360000.0,350000.0,341250.0,338750.0,337500.0,333902.0,331402.5,334950.0,349950.0,367000.0,377000.0,376250.0,368250.0,356950.0,349450.0,347000.0,347000.0,347000.0,341500.0,344000.0,362500.0,380000.0,387500.0,388000.0,379500.0,364000.0,357500.0,362500.0,367500.0,364500.0,361000.0,371500.0,387950.0,397950.0,404250.0,403750.0,394500.0,380000.0,371000.0,373450.0,377450.0,370000.0,365000.0,377500.0,395000.0,407500.0,412500.0,411500.0,404000.0,390500.0,385500.0,390000.0,392500.0,385500.0,384000.0,407000.0,426000.0,427500.0,427450.0,439950.0,447500.0,440000.0,435000.0,432500.0,427500.0,417500.0,410000.0,426875.0,454375.0,472500.0,482925.0,480425.0,470000.0,457450.0,454950.0,455000.0,450000.0,440000.0,437500.0,462500.0,497500.0,520000.0,520000.0,507450.0,494450.0,477000.0,470000.0,470000.0,455000.0,442500.0,455000.0,474950.0,499950.0,525500.0,533000.0,530000.0,521500.0,504000.0,365001.6243243243,38.9007688,-77.03520999467811
394974,7,Philadelphia,msa,PA,200672.0,207450.0,216500.0,222450.0,224450.0,216000.0,203950.0,194950.0,187850.0,185350.0,183750.0,185000.0,189250.0,195500.0,207500.0,213625.0,211125.0,204950.0,197450.0,195000.0,192500.0,187500.0,186000.0,188450.0,194950.0,200000.0,209000.0,215600.0,209925.0,203013.0,194688.0,193000.0,195500.0,191500.0,184000.0,179500.0,182500.0,190450.0,202450.0,207500.0,206250.0,197375.0,185625.0,182000.0,180000.0,180000.0,173000.0,170500.0,180000.0,191675.0,205425.0,210125.0,206375.0,197500.0,188850.0,189850.0,188625.0,182575.0,174950.0,177325.0,184825.0,192500.0,211500.0,221250.0,217250.0,207450.0,194950.0,187500.0,187500.0,184375.0,175375.0,176000.0,182150.0,192150.0,209850.0,217350.0,213000.0,204000.0,192250.0,189500.0,190069.0,191818.5,180000.0,175000.0,187500.0,198500.0,212250.0,216250.0,212500.0,206000.0,197000.0,189000.0,184750.0,183750.0,181500.0,180000.0,188000.0,200000.0,215000.0,222450.0,214950.0,207500.0,199350.0,194100.0,196897.0,188947.0,179300.0,185000.0,195000.0,206000.0,219897.0,226897.0,220612.5,210112.5,201950.0,200825.0,203875.0,197500.0,189950.0,197450.0,206500.0,214475.0,227975.0,232500.0,229950.0,223947.5,212135.0,210387.5,212200.0,202450.0,197500.0,205000.0,215000.0,225000.0,240000.0,246175.0,242175.0,233500.0,223500.0,226000.0,227500.0,222500.0,218499.5,225999.5,242500.0,244500.0,244500.0,257950.0,267950.0,267000.0,261500.0,260000.0,259450.0,253950.0,246500.0,247500.0,256500.0,268000.0,285000.0,297000.0,299500.0,290000.0,279500.0,279500.0,275000.0,267500.0,260000.0,261500.0,279000.0,297500.0,315000.0,320000.0,315525.0,308025.0,297350.0,294850.0,292450.0,282450.0,275000.0,282500.0,292500.0,305000.0,325500.0,338000.0,337500.0,325000.0,219365.65135135135,39.9527237,-75.1635262
394347,9,Atlanta,msa,GA,156100.0,157600.0,160000.0,158500.0,154000.0,146750.0,140250.0,130000.0,124000.0,123350.0,120350.0,121150.0,122025.0,124375.0,130975.0,137475.0,137500.0,133500.0,133475.0,134925.0,129900.0,123450.0,120950.0,120950.0,126000.0,132450.0,130700.0,126750.0,123450.0,118847.0,116397.0,115000.0,114668.0,111168.0,104000.0,103500.0,107500.0,107750.0,109750.0,109750.0,105250.0,98750.0,93250.0,93500.0,94250.0,90500.0,86250.0,93500.0,103500.0,108550.0,113550.0,115000.0,115000.0,113500.0,109952.5,107952.5,116000.0,114500.0,112250.0,125750.0,137500.0,146475.0,154975.0,160000.0,155000.0,145375.0,141875.0,141000.0,139500.0,138500.0,138000.0,144500.0,153750.0,162962.5,170462.5,173750.0,171500.0,163500.0,158000.0,157275.0,161275.0,158000.0,155000.0,163750.0,185750.0,196000.0,188500.0,186500.0,181250.0,175387.5,172637.5,171600.0,173100.0,170000.0,165849.0,172848.5,182000.0,189500.0,193000.0,195950.0,192450.0,182500.0,180000.0,180000.0,180000.0,177500.0,177000.0,184500.0,195000.0,204950.0,209950.0,209500.0,204450.0,198200.0,195750.0,194500.0,197000.0,197500.0,198000.0,205500.0,215000.0,222500.0,227450.0,226882.0,214932.0,212350.0,216350.0,212000.0,211000.0,211000.0,209091.5,215091.5,224000.0,232500.0,239500.0,239950.0,233980.5,228980.5,227150.0,225450.0,228250.0,225500.0,225500.0,239000.0,251000.0,249500.0,249500.0,259500.0,263750.0,263250.0,264500.0,264000.0,262750.0,263250.0,264500.0,271000.0,285500.0,297500.0,311000.0,319200.0,313301.5,312101.5,320000.0,323975.0,328975.0,325550.0,324050.0,336000.0,347390.0,359790.0,364900.0,360975.0,352975.0,344500.0,337000.0,334350.0,332350.0,325000.0,327500.0,342500.0,351025.0,356025.0,365250.0,374250.0,374000.0,365000.0,195198.7756756757,33.7489924,-84.3902644
394404,10,Boston,msa,MA,317000.0,327000.0,342250.0,344700.0,337450.0,317500.0,299500.0,294500.0,290000.0,282500.0,272125.0,267125.0,276500.0,292500.0,308450.0,322250.0,324750.0,312450.0,292750.0,285250.0,292475.0,299475.0,289500.0,287500.0,299250.0,306750.0,327000.0,342000.0,340000.0,325000.0,305000.0,307500.0,305000.0,293250.0,283250.0,282500.0,295000.0,309725.0,332225.0,344975.0,337475.0,322500.0,299500.0,292000.0,295000.0,287500.0,277450.0,281200.0,298750.0,312582.5,338082.5,349250.0,336250.0,319562.5,303312.5,306250.0,312000.0,301000.0,292250.0,300250.0,317000.0,332500.0,354000.0,365000.0,361000.0,347912.5,332862.5,329900.0,330950.0,336000.0,326750.0,321250.0,332000.0,347000.0,371550.0,380300.0,373250.0,357450.0,341900.0,341950.0,347500.0,350000.0,339500.0,334000.0,344600.0,362600.0,382500.0,392000.0,392000.0,372500.0,352500.0,357500.0,362500.0,359500.0,344500.0,339500.0,359500.0,377500.0,397450.0,408450.0,402000.0,386000.0,370500.0,375500.0,380000.0,377000.0,369450.0,369450.0,384450.0,399950.0,420000.0,428750.0,422750.0,407500.0,396000.0,403375.0,409875.0,404000.0,393500.0,393750.0,417700.0,438400.0,453450.0,462500.0,455000.0,432500.0,415500.0,421000.0,418000.0,415000.0,415000.0,415750.0,425750.0,445000.0,470000.0,477500.0,470000.0,450000.0,435883.5,438383.0,445000.0,447500.0,440000.0,452500.0,478450.0,483400.0,488700.0,502500.0,513750.0,515000.0,505000.0,499500.0,499500.0,497500.0,497500.0,507500.0,531250.0,560250.0,586500.0,593500.0,583500.0,565000.0,549986.5,555486.0,558000.0,547500.0,542225.0,562225.0,597500.0,623766.5,651266.5,657500.0,635000.0,612500.0,592500.0,585000.0,572500.0,555000.0,545000.0,564500.0,604500.0,628625.0,656125.0,677500.0,667500.0,637500.0,402888.3081081081,42.3554334,-71.060511
394976,11,Phoenix,msa,AZ,217500.0,212500.0,205950.0,195950.0,188500.0,179450.0,169950.0,161500.0,154000.0,142500.0,127750.0,122500.0,120750.0,120000.0,125000.0,130000.0,130000.0,130500.0,130500.0,132500.0,135000.0,130000.0,128000.0,130500.0,130340.0,132340.0,131500.0,127475.0,122975.0,121380.0,123380.0,120450.0,115450.0,113500.0,112750.0,112250.0,112750.0,111750.0,111500.0,112500.0,111000.0,112000.0,113750.0,114750.0,118000.0,120000.0,121500.0,126500.0,134250.0,143750.0,149500.0,149500.0,150750.0,151250.0,155000.0,160000.0,162500.0,161000.0,159500.0,165250.0,170700.0,176400.0,181450.0,184000.0,182500.0,182491.5,186492.0,186166.5,186166.5,184500.0,181500.0,184500.0,188000.0,189500.0,188500.0,190325.0,193993.0,192168.0,191000.0,191500.0,193000.0,195000.0,195000.0,197500.0,200500.0,208000.0,215000.0,212500.0,209000.0,209000.0,212500.0,212750.0,215250.0,215000.0,211250.0,214450.0,220545.0,224845.0,226300.0,226300.0,227450.0,228450.0,226112.5,225425.0,227112.5,226800.0,226000.0,228500.0,231250.0,235500.0,239250.0,239950.0,239575.0,238625.0,240000.0,241000.0,242500.0,246025.0,248525.0,250300.0,252800.0,256750.0,261750.0,265000.0,262450.0,258200.0,257000.0,258000.0,258000.0,258750.0,260000.0,263000.0,267000.0,271500.0,276000.0,276250.0,275250.0,275000.0,277500.0,278250.0,279750.0,286000.0,291000.0,296500.0,299750.0,297250.0,300000.0,310000.0,317500.0,321500.0,324000.0,327000.0,329500.0,335000.0,345000.0,354500.0,364450.0,377450.0,388500.0,396000.0,400000.0,405000.0,410500.0,417375.0,424375.0,427500.0,435725.0,448225.0,460000.0,468900.0,473900.0,465000.0,448500.0,438500.0,435500.0,428000.0,417450.0,414950.0,413000.0,418000.0,426250.0,431250.0,440000.0,440000.0,435000.0,433500.0,236944.5,33.4484367,-112.074141
395057,12,San Francisco,msa,CA,515000.0,505250.0,487750.0,467000.0,439500.0,388750.0,356250.0,339750.0,314250.0,284500.0,273000.0,275500.0,286000.0,308500.0,335000.0,355000.0,360000.0,361500.0,369000.0,378000.0,380500.0,357500.0,338000.0,358000.0,372500.0,392500.0,413500.0,413500.0,405000.0,387500.0,380875.0,373375.0,365000.0,344500.0,325250.0,337000.0,349750.0,363000.0,374500.0,369500.0,362000.0,355000.0,345000.0,345000.0,340000.0,315000.0,309500.0,334500.0,365000.0,395500.0,419000.0,423500.0,415000.0,412500.0,418500.0,431000.0,443000.0,414250.0,398750.0,445000.0,512500.0,560000.0,579000.0,584000.0,565000.0,545500.0,545500.0,548750.0,536250.0,517500.0,519000.0,554000.0,600000.0,619500.0,624250.0,627250.0,622500.0,610000.0,606500.0,609000.0,587500.0,555000.0,565000.0,614500.0,654500.0,673625.0,673625.0,665000.0,659000.0,643500.0,629500.0,645000.0,655000.0,625000.0,610000.0,634000.0,666750.0,702750.0,725000.0,720000.0,688500.0,654500.0,659750.0,688250.0,680000.0,645500.0,645750.0,693250.0,750000.0,767500.0,762500.0,757500.0,742500.0,723500.0,763500.0,820000.0,802500.0,755000.0,765000.0,830000.0,870000.0,899000.0,919000.0,902500.0,870000.0,850500.0,860500.0,865000.0,827500.0,782450.0,795450.0,848000.0,888500.0,911000.0,912500.0,892500.0,857500.0,841000.0,853500.0,867500.0,855000.0,812500.0,796875.0,821875.0,850000.0,872500.0,902500.0,937500.0,940000.0,927500.0,922500.0,930000.0,922500.0,882500.0,892500.0,961500.0,1049000.0,1100000.0,1100000.0,1090000.0,1065000.0,1050000.0,1052500.0,1062500.0,1027500.0,992000.0,1035000.0,1115500.0,1205000.0,1255000.0,1230000.0,1162500.0,1087500.0,1060000.0,1085000.0,1077500.0,1002500.0,925000.0,914000.0,996500.0,1072500.0,1090000.0,1120000.0,1120000.0,1087500.0,1087500.0,674684.5945945946,37.7790262,-122.419906
